,preds,acc,f1
knn,"[-1  0  0  0  1  0  1  1  0  1 -1  0 -1  0 -1  1  0  0 -1 -1  0  1 -1  1
  0 -1 -1 -1  0 -1  1  0  0  0  1  0  1 -1 -1 -1  0  0  0  0 -1 -1  0  0
  0  1  1  0 -1  0 -1  0  0 -1 -1  0 -1 -1 -1 -1  1 -1  0  1  1  0  0  0
  0  0  1 -1 -1 -1  1  0  1  1  1 -1  0  1  0 -1  1  1  0  0 -1 -1  0 -1
  0  1  1  0  1 -1 -1]",0.5533980582524272,0.546872311662775
mnb,"[-1  1  0  0  1  0  1  1  1  1  1  0 -1  1  1  0  0  0 -1 -1  1 -1 -1  1
  0  0  0  0  0 -1  1  1  0  0  1  0  1  0  0 -1 -1  0  0  0  0  0  0  0
  0  1  0  0  0  0  1  0  0 -1 -1  0 -1 -1 -1  0  1 -1  0  1  1  0  1  0
  0  0  1  0 -1  1  1  1 -1 -1  1  0  0  0  0  0 -1  1  0  1 -1  1  0 -1
  1  1  1  0  1 -1  1]",0.6407766990291263,0.6399016849897219
svm,"[-1  1  1  1  1  1  1  1  1  1  1  1  1  1 -1  1  0  1 -1 -1  1  1 -1  1
  1  1  1  1  1  1  1  1  1 -1  1  1  1  1 -1  1  1  0  0  1  1  1  0  1
  1  1  1  1  1  0  1  0  1 -1  1  0  1 -1  1  1  1  1  0  1  1  0  1  1
  1  0  1  1 -1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  0  1
  1  1  1  1  1  1  1]",0.4563106796116505,0.4161181221469828
tree,"[-1 -1  1 -1  1  0 -1  1  0 -1 -1  1  0  0  0 -1  0  0 -1 -1  1 -1 -1 -1
 -1 -1  0  1  0 -1  1 -1  0  0  0  1  1 -1  0 -1  1  0  0  0  1 -1  0  1
 -1  1 -1 -1 -1  0  1  0  0 -1  1  0 -1 -1  0  0  1 -1  0 -1 -1  0  0 -1
  0  0 -1  0  0  1 -1  0 -1  1  1  0 -1  1  0  1 -1 -1  0  1 -1  1  0 -1
  0 -1  1 -1 -1 -1  1]",0.8058252427184466,0.8067492965313003
