,preds,acc,f1
knn,"[ 1 -1  1  0  1  1  1  1  1 -1 -1  0  1 -1  1  1  1  0  1 -1  1 -1  1  1
 -1  1  0  1  1  0 -1 -1  1  1  0 -1 -1 -1  1 -1  1 -1 -1  0 -1  0  1  1
 -1  1  0  1  1 -1  1  1  1 -1  1  1  0  0 -1  0  1  1  1 -1  1  1  1  0
  1  1  1  1 -1  1  1 -1  1 -1 -1  1 -1 -1 -1  1  1  1 -1  1  1  1  1 -1
  1  1 -1  1  0  1 -1  1  1  1  1  0  1  1  0 -1 -1  1 -1 -1 -1  1  1 -1
 -1  1  1 -1  1 -1 -1  1  1  0  1 -1  1  1  1  0  1 -1  1 -1  0  0  0  1
  1  1 -1  1 -1 -1  1 -1  0 -1  1  0  1 -1  1  1  0  1 -1 -1  1  1  1  1
 -1 -1 -1 -1  0  1  1 -1  1  1  1 -1 -1  1 -1 -1 -1  1  0 -1  1 -1  0  1
 -1  1 -1 -1  1  1  1  1  0  1  1  1  1  1  1  1 -1  0  1  1 -1 -1  1 -1
  0 -1  1  1  1  1 -1 -1  1 -1  1  1  0  0  0  0 -1 -1 -1  1 -1  1  1  1
 -1  1  0  1 -1  1  1  1 -1  1  1  1 -1  1  1  1  1  0 -1 -1  1  1  1  1
  0  1 -1 -1 -1 -1  0 -1  1  1  0  1 -1  1  1 -1 -1  0 -1 -1  1  1  1 -1
 -1  1  0 -1 -1  0  0  1  1 -1  1  1  1  1  0  0  1  1  1 -1  1  1  1 -1
 -1  0  1  0  1  1  1 -1  1  1  0  1 -1  1 -1  1  1  0 -1  1  1  1  0  0
 -1 -1  1  1 -1  1  1  1 -1  1  1  1 -1  1  1  1 -1 -1  1 -1  1  1  1  0
  1  1  1  1  1  1  1  1  1 -1  1 -1  1 -1  1  1  0 -1  1  1 -1 -1  1  1
  1  1  0  1  1  1 -1 -1  1  1 -1 -1  1  1 -1  1  0 -1  1  0 -1 -1  1  1
  0  1 -1 -1  1  0  1  1  1 -1  0 -1  0 -1 -1  1  1  1 -1  0  1  1  1  1
  1  0 -1 -1  1 -1  0  1 -1  1 -1  1  1  1  1  1 -1  1  1  1  0  0  0  1
  1 -1  0  1 -1 -1  1  1  1  1 -1 -1  1 -1  1  1 -1 -1  1  1  1  0  1 -1
  1  1  1 -1 -1  1  0  1  1 -1 -1  1  1 -1  1  1 -1 -1  1 -1 -1  1 -1  1
  0 -1  1 -1 -1 -1 -1  1  1  1 -1  1  1 -1  1  1  1  1  0  1  1  0  1 -1
  1  0  1  1  1  1 -1  1  1 -1  1 -1 -1 -1  1  0 -1  1  0  1 -1  1  1 -1
 -1  1  1  1  1  0 -1  0  1  0  1  0  1  1  1  0  1 -1  1 -1  1 -1  1  0
  1  0  1  1  1  0  0 -1 -1  1  0 -1  1 -1 -1  0 -1  1 -1  1  1 -1  0  0
  1 -1  1  1 -1 -1  1  1 -1  1 -1  0  1  0  1 -1  1  1  1  1  1  1  0  1
 -1  1  1 -1  1 -1  1  1 -1  1  0  1 -1  1 -1  1  1 -1  0  1  1 -1  0  0
 -1  1  1  1 -1  1 -1  1 -1  1 -1  1  0  0  1 -1 -1  1  1  1  1  1 -1  1
  1  1  1  1 -1  1 -1  1  1  1  1  1 -1 -1  1  1  0  0 -1  1  1  1 -1  1
 -1 -1 -1 -1  0 -1  1  0  0  0 -1  1 -1 -1  1  1  1  1  1 -1 -1  1  1 -1
  1 -1  1  1  1  1  1 -1 -1  1 -1  1  1  0  1  1  1  1 -1  0  0 -1  1 -1
  1  1  1  1  0 -1  1 -1 -1  1  1 -1  1 -1  1  1  1 -1 -1  1 -1  1  0 -1
 -1 -1 -1  1  1  1  1 -1  0  1  1  1 -1 -1 -1 -1  1  1  1  1 -1  1 -1  0
  1  0  1  1  1 -1 -1  1  1 -1  1  1  1  1 -1  1  1 -1  1  1  1  1  1  1
  1 -1  1  1 -1 -1  1 -1  1 -1  1  1 -1  1  1  0  0  1  1 -1 -1 -1  1  1
  1  0  1  0 -1  0  1  1  0  1  1 -1  1 -1 -1  1 -1  1  1  1 -1 -1  1 -1
  1  1 -1  1 -1 -1 -1  0  1 -1  1 -1  1 -1  0  0 -1  1 -1 -1  0 -1  1  1
  1 -1  0 -1  1 -1  1 -1  1 -1  1 -1  0  0  0  1  1  0 -1 -1  1  1  1  1
 -1  1  0  0  1 -1  0 -1 -1  1  0  1  1  0  1  0 -1 -1  1 -1  1  1  1  1
  0  1  1  1  1  1  1  1  1  1 -1  1  1 -1 -1  1 -1  1  1  1 -1  1  1  1
  1 -1  1 -1  1  1  1 -1  0  1  1 -1  1  0 -1 -1  1 -1 -1]",0.693564862104188,0.6921595337827657
mnb,"[ 1  1  1  1  1  1  1  1  1 -1 -1  1  1  1  1  1  1  1 -1 -1  1 -1 -1  1
 -1  1 -1  1  1  1 -1  1  1  1  1 -1 -1 -1  1  1 -1  1  1  1 -1 -1  1  1
 -1  1  1  1  1 -1  1 -1 -1  1  1  1 -1  1 -1 -1  1  1  1  1  1  1  1 -1
  1  1  1  1  1 -1  1 -1  1  1 -1  1  1  1 -1  1  1  1 -1  1  1  1  1 -1
  1  1  1  1  1  1 -1  1  1 -1  1  1 -1  1  1  1 -1  1 -1 -1 -1  1  1 -1
 -1  1  1 -1  1 -1 -1  1  1 -1  1 -1  1  1  1  1  1  1  1 -1 -1  1  1  1
  1  1  1  1 -1 -1  1  1  1  1  1  1  1 -1  1  1  1  1 -1 -1  1  1  1  1
 -1 -1  1  1  1  1  1 -1  1  1  1 -1 -1  1 -1  1  1  1 -1 -1  1  1  1  1
 -1  1 -1 -1  1  1 -1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 -1  1 -1
  1  1  1  1  1  1  1 -1 -1 -1  1  1  1  1  1 -1 -1 -1 -1  1  1  1  1 -1
  1  1  1  1 -1  1  1  1  1  1  1 -1 -1  1  1  1 -1  1 -1 -1  1  1  1 -1
  1 -1 -1  1  1  1  1  1  1  1  1  1  1  1  1 -1  1  1 -1  1  1  1  1 -1
  1  1  1  1 -1  1  1  1  1 -1  1  1  1  1  1  1  1  1  1 -1  1  1 -1 -1
 -1  1  1 -1 -1  1  1 -1  1  1  1  1  1 -1  1  1  1  1 -1  1  1  1 -1 -1
 -1 -1  1  1 -1  1  1  1 -1  1  1  1 -1  1  1 -1  1  1  1 -1  1  1  1  1
  1  1  1  1  1 -1  1 -1  1 -1  1  1  1  1  1  1  1 -1  1  1 -1 -1 -1 -1
  1  1  1  1  1  1 -1  1  1  1 -1  1 -1  1 -1  1  1  1  1  1  1  1  1  1
  1  1  1 -1  1  1  1  1  1 -1  1 -1  1  1 -1 -1  1  1  1  1  1  1  1  1
  1  1 -1 -1  1 -1  1  1  1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1  1
  1 -1 -1  1 -1 -1  1  1  1  1 -1 -1  1  1  1  1  1  1  1  1  1  1 -1 -1
  1 -1  1  1 -1  1  1  1 -1  1 -1  1  1 -1  1  1 -1 -1  1 -1  1 -1  1  1
 -1 -1  1 -1  1  1  1  1 -1  1 -1  1  1 -1 -1  1  1  1  1  1  1  1 -1 -1
  1 -1  1  1  1  1 -1  1  1 -1  1 -1  1  1  1  1 -1  1  1  1  1  1 -1 -1
 -1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 -1  1 -1  1  1
  1 -1  1  1  1 -1 -1  1 -1 -1  1 -1  1  1  1  1  1  1 -1  1  1  1  1  1
  1 -1 -1  1 -1 -1  1  1  1  1 -1  1  1  1  1 -1  1  1  1  1  1 -1  1  1
 -1  1 -1  1  1 -1  1  1 -1 -1  1  1  1  1 -1  1  1 -1  1  1  1 -1  1  1
 -1  1  1  1 -1 -1 -1  1  1  1  1  1  1  1  1 -1  1  1  1  1  1  1 -1  1
  1  1  1  1 -1  1 -1  1  1  1  1  1 -1  1  1  1  1  1 -1  1  1  1  1  1
 -1 -1 -1  1 -1 -1  1  1  1 -1 -1  1 -1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1 -1 -1  1  1  1  1 -1  1  1  1  1 -1  1  1 -1  1 -1
  1  1  1  1  1 -1  1  1 -1  1  1 -1  1 -1  1  1  1 -1  1  1  1  1 -1 -1
  1  1  1  1  1  1 -1 -1  1  1  1  1 -1 -1 -1  1  1  1  1  1  1  1  1  1
 -1  1  1  1  1 -1 -1  1  1 -1  1  1  1  1 -1  1  1 -1  1 -1  1  1 -1  1
  1 -1  1  1 -1 -1  1  1  1 -1  1 -1  1  1  1 -1  1  1  1 -1 -1 -1  1  1
  1  1  1  1 -1  1  1  1  1  1  1  1  1 -1 -1  1 -1  1 -1  1  1 -1  1  1
  1  1 -1  1  1 -1  1  1  1  1  1  1  1 -1  1  1 -1  1 -1 -1  1 -1  1  1
 -1  1 -1 -1 -1 -1  1  1  1 -1  1  1  1  1  1  1  1  1  1 -1  1  1  1  1
 -1  1  1  1  1 -1  1 -1 -1  1 -1  1  1 -1  1  1  1  1  1 -1 -1  1  1  1
  1  1  1 -1  1  1  1  1  1  1  1  1  1  1 -1  1  1  1  1  1 -1  1  1 -1
  1  1 -1  1  1  1  1 -1  1 -1  1  1 -1  1 -1 -1 -1 -1 -1]",0.7129724208375894,0.674129861418139
svm,"[ 1 -1  1  0  1  1  1  1 -1 -1 -1  1  1 -1  1  1  1  1 -1 -1  1 -1 -1  1
 -1  1 -1  1  1 -1 -1 -1  1  1  0 -1 -1  1  1  0  1 -1 -1  1 -1 -1  1  1
 -1 -1  0  1  1 -1  1 -1 -1 -1  1  1 -1  0 -1  0  1  1  1  1  1  1  1  0
  1  1  1  1 -1  1  1 -1  1 -1 -1  1  1 -1 -1  1  1  1 -1  1  1  1  1 -1
  1  1 -1  1  0  1 -1  1  1 -1  1  1  1  1  0 -1 -1  1 -1  1 -1  1  1  1
 -1  1  1 -1  1 -1 -1  0  1  0  1 -1  1  1  1  1  1  1  1 -1  0  0  0  1
  1  1  0  1 -1 -1  1 -1  1  1  1  0  1  1  1  1  1  1 -1 -1  1  1  1  1
 -1 -1  1  1  1  1  1 -1  1  1  1 -1  1  1 -1  1  0  1  0 -1  1  1  1  1
 -1  1 -1 -1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1 -1
  1  1  1  1  1  1 -1  1 -1 -1  1  1  0  1  0 -1 -1 -1 -1  1  1  1  1 -1
  1  1  0  1 -1  1 -1  1 -1  1  1  1 -1  1  1  1  1  1 -1 -1  1  1  1  1
  0 -1 -1  1  1 -1  1  1  1  1  0  1  1  1  1 -1  1  1  1  1  1  1  1 -1
  1  1  0  1 -1  1  1  1  1 -1  1  1  1  1  0  0  1  1  1 -1  1  1  1 -1
 -1  0  1  0  1  1  1 -1  1  1  1  1  1 -1 -1  1  1 -1 -1  1  1  1  1  0
 -1 -1  1  1 -1  1  1  1 -1  1  1  1  1  1  1 -1  1  1  1  1  1  0  1  1
  1  1  1  1  1 -1  1  1  1 -1  1  1  1  1  1  1  1 -1  1  1 -1 -1 -1 -1
  0  1  0  1  1  1 -1  1  1  1 -1  1  1  1 -1  1 -1 -1  1  1  1  1  1  1
  1  1  1 -1  1  1  1  1  1  1  0  1  0  1 -1  1  1  1  1  0  1  1  1  1
  1  0  1  1  1 -1  1 -1  1  1  1  1  1  1  1 -1 -1  1  1  1  1  0  1  1
  1 -1  0  1 -1 -1  1  1  1  1 -1 -1  1  1  1  1  1 -1  1  1  1  1 -1 -1
  1  1  1 -1  1  1  1  1 -1  0 -1  1  1 -1  1  1  1 -1  1 -1  1 -1  1  1
  0 -1  1 -1  1  1 -1  1 -1  1 -1  1 -1 -1 -1  1  1  1  0 -1  1  1 -1 -1
  1  0  1  1  1  1 -1  1  1 -1  1 -1  1  1  1  1 -1  1  1  1  1  1 -1 -1
 -1  1 -1  1  1  1 -1  0  1  1  1  1  1  1  1  1  1  1  1 -1  1 -1  1  0
  1 -1  1  1  1  0  1  1 -1  1  0 -1  1  1  1  0  1  1 -1  1  1  1 -1  1
  1  1 -1  1 -1 -1  1  1 -1  1 -1  0  1  1  1 -1  1  1  1  1  1 -1  1  1
  1  1  1  1  1 -1 -1  1 -1  1  0  1 -1  1 -1  1  1  1  0  1  1 -1  0  0
 -1  1  1  1  1 -1  1  1  1  1  1  1  1  1  1 -1  1 -1  1  1  1  1 -1  1
  1  1  1  1 -1  1 -1  1  1  1  1  1 -1  1  0  1  1  1 -1  1  1  1 -1  1
 -1 -1 -1  1  1 -1  1  1  1  0 -1  1 -1  1  1  1  1  1  1  1 -1  1  1  1
  1 -1  1  1  1  1  1 -1 -1  1  1  1  1  1  1  1  1  1 -1  0  0 -1  1 -1
  1  1  1  1  1 -1  1  1 -1  1  1 -1  1 -1  1  1  1 -1 -1  1  1  1  0 -1
 -1  1 -1 -1  1  1  1 -1  1  1  1  1 -1 -1 -1  1  1  1  1  1  1  1  1  1
 -1  1  1  1  1 -1 -1  1  1 -1  1  1  1  1 -1 -1  1 -1  1  1  1  1 -1  1
  1 -1  1  1  1 -1  1 -1  1 -1  1  1  1  1  1  0  1  1  1 -1  1 -1  1  1
  1  0  1  0 -1  0  1  1 -1  1  1  1  1 -1 -1  1 -1  1 -1  1  1 -1  1 -1
  1  1 -1  1  1 -1 -1  0  1  1  1 -1  1 -1  1  0 -1  1 -1 -1  1 -1  1  1
  1  1  1 -1 -1 -1  1  1  1 -1  1 -1  0  0  1  1 -1  1  1  1  1  1  1  1
 -1  1  1  0  1 -1  1 -1 -1  1  0  1  1  0  1  1  1  1  1 -1  1  1  1  1
 -1  1 -1  1  1  1  1  1  1  1  1  1  1 -1 -1  1  1 -1  1  1 -1  1  1 -1
  1  1  1  1  1  1  1 -1  0 -1  1  1  1  0 -1 -1  1 -1 -1]",0.7558733401430031,0.7473724235039667
tree,"[ 1  1  1  0 -1  1  1  1  1 -1  1  1  1 -1 -1 -1  1  0  1 -1 -1 -1  1  1
 -1  1 -1  1  1  1 -1 -1  1  1  0 -1 -1 -1 -1  0 -1 -1 -1 -1 -1  1  1  1
 -1 -1  0  1  1 -1  1 -1 -1 -1  1  1 -1  0 -1  0 -1  1  1  1  1  1  0  0
  1  1  1  1  1 -1  1 -1  1  1 -1  1  1 -1 -1 -1 -1  1 -1  1 -1 -1  1  1
 -1  1  1 -1  0  0 -1 -1  1 -1  1  1 -1  1  0 -1  1  1 -1 -1  1 -1  1 -1
 -1  1  1 -1  0  1 -1  0  1  0  1 -1  1 -1  1  0 -1 -1  1  1  0  0  0  1
  1  0  0  1 -1  1  1 -1  1 -1  1  0  1  1  1  1  1  1 -1  1  1  1  1  1
  1 -1  1 -1  1  1 -1 -1 -1 -1  1 -1 -1  1 -1  1  0 -1  0 -1  1  1  1  1
 -1  1 -1 -1  1 -1  1  1  0 -1  1  0  1  1 -1  1  1  0  1 -1  1 -1 -1 -1
  1  1  1  1  1  1  1  1 -1 -1  1  1  0 -1  0 -1 -1 -1 -1  1  1 -1  1 -1
 -1  1  0  1 -1  1 -1  1 -1  1  1 -1 -1  1 -1  1 -1 -1  0 -1  1  1  1 -1
  0 -1  1  1  1  1  1  1 -1  1  0  1 -1  1 -1 -1 -1 -1  0  1  1 -1 -1 -1
  1 -1  0 -1 -1 -1 -1  1  1 -1  1 -1  0  1  0  0  1  1  1 -1  1  1  1 -1
 -1  0  1  0 -1  1  1  1  1  1  1 -1 -1  1  1  1  1  1 -1  1 -1  1  0  0
  1  1  1 -1 -1  1  1  1 -1  1  1  1 -1  1  1 -1 -1  1 -1 -1  0  0 -1 -1
  1  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1  1  1 -1  1 -1 -1  1  1 -1 -1 -1  1
  0  1  0  1  1  1 -1  1  1  1 -1  1 -1  1  1  1  1  1  1  1 -1  1  1  1
  1  1  1 -1  1 -1  1  1  1 -1  0 -1  0 -1  1  1  1 -1 -1  0  1  1  1  1
  1  0 -1 -1  1 -1 -1 -1  1  1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1  0  1 -1
 -1 -1  0 -1 -1 -1  1  1  1  1 -1 -1  1  1 -1  1  1  1  1  1  1  1  1 -1
  1 -1  1  1 -1 -1  0 -1 -1  0 -1  1  1 -1  1  1 -1  1  1  1 -1 -1 -1  1
  0 -1  1 -1 -1  1 -1 -1 -1  1 -1  1 -1 -1 -1  1  1 -1  0 -1  1  1  1 -1
  1  0  1  1 -1  1 -1  1 -1 -1 -1  1  1  1  1 -1 -1 -1  1 -1  1  1 -1 -1
 -1  0  1  1  1 -1  1  0 -1  1 -1  1  1 -1  1  0  1  1 -1 -1  1  1 -1  0
  1 -1  1  1  1  0 -1 -1  1  1  0 -1  1 -1  1  0  1 -1 -1  1 -1 -1  0 -1
 -1 -1 -1 -1 -1 -1  1  1  1  1 -1  0 -1  1 -1 -1 -1  1  1  1  1 -1  1  1
  0  1 -1 -1  1 -1  1  1 -1 -1  0  1 -1  1 -1  1  1 -1  0  1 -1 -1  0  0
 -1  1  1  1 -1 -1 -1  1  1 -1  1  1  1  1  1 -1 -1  1  1  1  1  1  1  1
 -1 -1 -1 -1  1  1 -1 -1  1 -1  1 -1 -1  1  0 -1  1 -1 -1 -1 -1 -1 -1  1
 -1 -1 -1 -1  1 -1  1  1  1  0 -1  1 -1  1 -1 -1  1 -1  1  1 -1  1  0 -1
  1 -1  1  1  1  1  0 -1 -1  1 -1 -1 -1  1  1  1  1 -1 -1  0  0 -1 -1  1
 -1  1  1 -1 -1 -1 -1  1 -1 -1  1 -1  1 -1  1  1 -1 -1 -1  1 -1  1  0  1
 -1  1  1 -1  1 -1  1 -1  1  1  1  1 -1 -1  1  1 -1  0 -1 -1  1 -1  1  0
 -1 -1  1  1  1 -1 -1  1  1 -1 -1 -1  1 -1 -1 -1  1 -1 -1  0 -1 -1  1 -1
 -1 -1  1  1  1 -1  1  1 -1 -1  1  1  1  1 -1  0  1  1 -1 -1 -1  1  1 -1
 -1  0  1  0 -1  0  1  1 -1  1 -1  1  1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
  1  1  1  1  1 -1  1  0  1  1  1  1  1 -1 -1  0 -1  1 -1 -1  1 -1 -1  1
 -1  1 -1 -1 -1 -1 -1 -1  1 -1  1  1  0  0  1  1 -1  1 -1 -1  1 -1 -1  1
 -1 -1  1  0  1 -1  1 -1 -1 -1  0 -1  1  0  0  1  1  1  1  1 -1  1  0  1
  1  1 -1  1  1  1  1  1  1  1  1 -1 -1  1 -1 -1  1 -1 -1 -1 -1  1  1 -1
  1  1 -1 -1  1  1  1 -1  0 -1  1  1 -1  0 -1  0  1  0 -1]",0.7916241062308478,0.7914791033140148
