id,title,release_at,news_type.name,keyword_dpp,keyword_han,keyword_kmt,keyword_tsai,url
D0xdO8jBaY,蔡英文接見英駐台代表唐凱琳 盼深化台英關係,2020-01-17 18:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/D0xdO8jBaY
kYaDLKR9a9,蔡英文當選第6天 LSE校長詭異未發賀電,2020-01-17 17:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/kYaDLKR9a9
yDa2XbNNnK,感恩餐會 蔡英文：逆風拚到逆轉 就是民進黨精神,2020-01-17 16:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/yDa2XbNNnK
8knJeKodxo,首位原住民上將徐衍璞授階　蔡英文：國土主權寸步不讓,2020-01-17 14:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/8knJeKodxo
gOnLRKKpak,獨家》陳師孟在許宗力挺法官前請辭監委 已獲蔡英文核准,2020-01-17 01:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/gOnLRKKpak
14a1GN00nk,蔡英文視察國軍：最大的責任是提升軍人尊嚴,2020-01-16 17:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/14a1GN00nk
bKxrzE1jx9,蔡英文稱「中華民國台灣」  曾銘宗：到底是哪國總統？,2020-01-16 15:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/bKxrzE1jx9
M9n6DkY3aR,蔡英文視察國軍269旅 頒發加菜金,2020-01-16 15:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/M9n6DkY3aR
BexX7gPJab,LSE官網發賀電？彭文正拋3大疑點開嗆！,2020-01-16 14:20:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/BexX7gPJab
KwnKgKkmnY,蔡英文主持出席空軍新竹建營舍啟用典禮：是沈一鳴爭取的,2020-01-16 14:05:01,社會萬象,0,0,0,1,https://ctinews.com/news/items/KwnKgKkmnY
q6xVVMdGx7,林佳新提兩大問題 呼籲蔡英文應積極處理！,2020-01-16 13:05:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/q6xVVMdGx7
rbW4EL83aL,蔡英文連任 孫大千提這件事喊：拭目以待,2020-01-16 11:20:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/rbW4EL83aL
9pWzVEvKWv,蔡英文遭媒體指改國號 府駁：胡亂指控,2020-01-15 21:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/9pWzVEvKWv
zMW5e133WN,蔡英文公布反滲透法 藍委提出釋憲,2020-01-15 21:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/zMW5e133WN
rPnvpEjvaY,蔡英文：每個國民照顧不能因政治傾向而減損,2020-01-15 19:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/rPnvpEjvaY
BexX7gdPab,反滲透法上路 蔡英文：將公告違法和不違法樣態,2020-01-15 17:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/BexX7gdPab
dynykvjQaZ,提蔡英文博士論文不存在 彭文正敗訴,2020-01-15 16:11:01,社會萬象,0,0,0,1,https://ctinews.com/news/items/dynykvjQaZ
4OaZbgQNa6,蔡英文：得到817萬票 不能簡化人民無條件支持,2020-01-15 16:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/4OaZbgQNa6
ogxw3EQjxG,蔡英文：將透過制度性檢討 加強保障消防人員權益,2020-01-15 15:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/ogxw3EQjxG
9pWzVErgWv,《翻爆午間精選》蔡英文：反滲透法不會反交流 罷韓尊重市民決定,2020-01-15 14:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/9pWzVErgWv
q9WPz37exm,蔡英文：我們沒有需要宣布獨立 因為已經是獨立國家,2020-01-15 13:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/q9WPz37exm
q6xVVMV3x7,直播》《反滲透法》將公告 蔡英文發表迴廊談話,2020-01-15 11:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/q6xVVMV3x7
M9n6DkDraR,蔡英文接受BBC專訪：台灣主權無談判空間 陸應尊重,2020-01-15 10:31:01,國際兩岸,0,0,0,1,https://ctinews.com/news/items/M9n6DkDraR
2BnEyK1AnJ,【小英2.0 1】817萬新民意　美日大魔王等出招,2020-01-15 08:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/2BnEyK1AnJ
yDa2XbydnK,搶下制空權關鍵  蔡英文網路社群人數暴增,2020-01-15 01:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/yDa2XbydnK
M9n6DkppaR,快評》透過內閣改組  回應支持蔡英文不滿蔡政府的聲音,2020-01-15 00:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/M9n6DkppaR
qXWQvKMDaR,蔡英文明天出席中常會發表重要談話,2020-01-15 00:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/qXWQvKMDaR
KwnKgKpBnY,選戰結束 蔡英文陳菊今連袂拜訪李登輝,2020-01-14 22:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/KwnKgKpBnY
gzaeXRp2Wm,蔡英文：繼續打造綿密的社會安全網,2020-01-14 15:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/gzaeXRp2Wm
p5W9kNZvxo,蔡英文：感謝殉職將士為國家的付出和犧牲,2020-01-14 15:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/p5W9kNZvxo
1vWRrVjEWJ,蔡重申與各國共同捍衛民主自由的價值,2020-01-14 13:46:29,政治要聞,0,0,0,1,https://ctinews.com/news/items/1vWRrVjEWJ
rPnvp018aY,蔡英文連任成功 520將回鍋黨主席,2020-01-14 11:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/rPnvp018aY
BexX7Lrrab,蔡英文連任成功 520將回鍋黨主席,2020-01-14 10:34:52,政治要聞,0,0,0,1,https://ctinews.com/news/items/BexX7Lrrab
gGaMeVbYaK,若少了陸客...謝金河貼數張日月潭夜景 向蔡喊話,2020-01-14 10:20:44,政治要聞,0,0,0,1,https://ctinews.com/news/items/gGaMeVbYaK
Z3WgARqKxK,王世堅曾說蔡英文連任就跳海 朱學恒一句補槍,2020-01-13 23:06:01,生活焦點,0,0,0,1,https://ctinews.com/news/items/Z3WgARqKxK
q6xVVby7x7,蔡英文：下個4年會留更好的國家給你們,2020-01-13 23:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/q6xVVby7x7
gOnLRer2ak,蘇貞昌內閣總辭案 蔡英文今晚火速批慰留,2020-01-13 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/gOnLRer2ak
4bnbGJE6WP,沈一鳴8將士移柩 蔡英文總統站國防部大門口致敬,2020-01-13 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/4bnbGJE6WP
9pWzV929Wv,為黑鷹殉職將士致敬  蔡英文：最後一程我們陪伴,2020-01-13 20:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/9pWzV929Wv
D0xdORLmaY,願您們一路好走 黑鷹將士途經國防部蔡英文親致敬,2020-01-13 18:11:01,社會萬象,0,0,0,1,https://ctinews.com/news/items/D0xdORLmaY
6BalOoZlWQ,蔡英文今接見蘇貞昌要求留任,2020-01-13 18:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/6BalOoZlWQ
kYaDLZdma9,蘇貞昌率內閣總辭 蔡英文予以慰留,2020-01-13 18:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/kYaDLZdma9
ogxw3vY4xG,蔡英文國際記者會挨酸：不是留英博士嗎？,2020-01-13 16:06:01,生活焦點,0,0,0,1,https://ctinews.com/news/items/ogxw3vY4xG
4OaZbk1oa6,蔡英文：台灣人用選票傳達對主權與民主的堅持,2020-01-13 14:52:36,政治要聞,0,0,0,1,https://ctinews.com/news/items/4OaZbk1oa6
qXWQvV9OaR,李艷秋問蔡英文：拿國旗的是家人嗎？你如何擁抱他們？,2020-01-13 14:48:03,,0,0,0,1,https://ctinews.com/news/items/qXWQvV9OaR
9pWzV9LVWv,大陸外交部抗議美、英、日祝賀蔡英文連任  耿爽：違反一中原則,2020-01-13 11:31:01,國際兩岸,0,0,0,1,https://ctinews.com/news/items/9pWzV9LVWv
dynykgwVaZ,沒希望了！小英大勝 旅行社陸客部門收攤,2020-01-12 15:50:58,生活焦點,0,0,0,1,https://ctinews.com/news/items/dynykgwVaZ
bKxrz3Gjx9,小英勝選重要關鍵 新編制網路社群中心,2020-01-12 15:01:28,政治要聞,0,0,0,1,https://ctinews.com/news/items/bKxrz3Gjx9
byWjgvrXaY,美方發表祝賀聲明 推崇小英致力兩岸穩定,2020-01-12 11:22:40,政治要聞,0,0,0,1,https://ctinews.com/news/items/byWjgvrXaY
KwnKgDE7nY,大選結束 他憂：台灣危機正要開始,2020-01-12 09:39:31,政治要聞,0,0,0,1,https://ctinews.com/news/items/KwnKgDE7nY
dynykgVVaZ,紐時：陸施壓惹反彈 台大選民挺蔡,2020-01-12 07:40:13,即時總覽,0,0,0,1,https://ctinews.com/news/items/dynykgVVaZ
q6xVVbEBx7,英國學者：蔡英文勝選 北京可能三管齊下,2020-01-11 23:31:02,國際兩岸,0,0,0,1,https://ctinews.com/news/items/q6xVVbEBx7
pRnYN1E9WY,日媒：  蔡英文得助於香港混亂局勢和美中貿易戰,2020-01-11 22:31:03,國際兩岸,0,0,0,1,https://ctinews.com/news/items/pRnYN1E9WY
4bnbGJlDWP,直播》史上最高票！蔡英文當選感言：不會因勝利忘了反省,2020-01-11 21:19:53,政治要聞,0,0,0,1,https://ctinews.com/news/items/4bnbGJlDWP
4XamARqjaA,影／蔡英文抵投票所 笑得開心！,2020-01-11 09:21:46,政治要聞,0,0,0,1,https://ctinews.com/news/items/4XamARqjaA
Z3WgARe0xK,蘇嘉全國境之南車掃幫蔡英文、蘇震清拉票,2020-01-10 13:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/Z3WgARe0xK
p5W9kNwJxo,蔡英文今晚凱道造勢 警方公布交管措施,2020-01-10 11:11:01,社會萬象,0,0,0,1,https://ctinews.com/news/items/p5W9kNwJxo
vZWBb6XbW7,蔡英文：支持吳怡農就是支持我,2020-01-10 11:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/vZWBb6XbW7
m0x7Xr0Knv,凱道造勢太恐怖 1450嚇死：韓用一面旗子幹掉陳其邁、蔡英文！,2020-01-10 10:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/m0x7Xr0Knv
gGaMeVBMaK,選前之夜最高潮 彭文正：蔡邀他上台一定贏,2020-01-10 02:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/gGaMeVBMaK
gOnLReGQak,蔡英文基隆造勢 6千座位開場僅坐2、3成,2020-01-09 23:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/gOnLReGQak
JpnqOKwmaM,蔡英文基隆造勢溫情喊話 「凱道上也是我們的親友」,2020-01-09 23:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/JpnqOKwmaM
qXWQvVw1aR,蔡英文宜蘭造勢拚場  喊出「四個不要、三個一定」,2020-01-09 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/qXWQvVw1aR
JmxNkgyJn8,蔡英文受TIME專訪：與中國擁有好關係又保有國家主權　兩個台灣人都...,2020-01-09 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/JmxNkgyJn8
p5W9kN3Qxo,知識分子的怒吼！45名博士今上凱道控蔡英文違反學術常規,2020-01-09 12:06:01,生活焦點,0,0,0,1,https://ctinews.com/news/items/p5W9kN3Qxo
vZWBb6oeW7,蔡英文高雄選前之夜 陳菊要發3萬份紅包袋,2020-01-09 12:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/vZWBb6oeW7
6BalOoEGWQ,郝龍斌：集中選票支持最強候選人  拉下蕭美琴痛擊蔡英文,2020-01-08 23:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/6BalOoEGWQ
q6xVVbMQx7,竹縣》蔡英文論對手三招：讓自己看起來很有趣,2020-01-08 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/q6xVVbMQx7
89xpd8Eexe,誰下令箝制人民言論自由　周錫瑋要求蔡英文出面說清楚,2020-01-08 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/89xpd8Eexe
rPnvp0EOaY,蔡政府查水表箝制人民言論自由　馬英九籲全民下架蔡英文,2020-01-08 21:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/rPnvp0EOaY
BexX7LRrab,175名博士團質疑蔡英文論文門 要蔡出來面對,2020-01-08 18:06:01,生活焦點,0,0,0,1,https://ctinews.com/news/items/BexX7LRrab
v7x3XP69nj,175位博士查蔡英文「論文門」終於有驚人進展！,2020-01-08 18:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/v7x3XP69nj
vZWBb62AW7,大車拚！蔡英文陪黃秀芳 王惠美陪張瀚天車隊掃街掀熱潮,2020-01-08 18:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/vZWBb62AW7
GVxoBoOAa8,遭扁嗆講話沒公信力 柯：要怪就怪蔡英文,2020-01-08 18:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/GVxoBoOAa8
q6xVVbR7x7,聽到蔡英文喊這句話！洛杉基笑了,2020-01-08 17:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/q6xVVbR7x7
m0x7XrVdnv,波特王教的？蔡英文車掃 拿出撩人標語比愛心,2020-01-08 17:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/m0x7XrVdnv
JpnqOKqOaM,台中車隊掃街 蔡英文籲：國會要過半 力挺張廖萬堅,2020-01-08 15:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/JpnqOKqOaM
rbW4E65JaL,陳佩琪嗆蔡英文把她當白痴 柯：拜託她少寫臉書,2020-01-08 12:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/rbW4E65JaL
4OaZbkDoa6,美《國家利益》期刊：台灣不能再給蔡英文另一個4年,2020-01-08 00:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/4OaZbkDoa6
rPnvp0NkaY,「英德勝利」南投場  蔡英文：讓艱困區變成勝選區,2020-01-07 23:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/rPnvp0NkaY
JpnqOK0DaM,175名博士連署 公開挑戰蔡英文論文,2020-01-07 20:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/JpnqOK0DaM
gGaMeVw1aK,175名博士連署 公開挑戰蔡英文論文,2020-01-07 19:44:54,政治要聞,0,0,0,1,https://ctinews.com/news/items/gGaMeVw1aK
bKxrz3qjx9,張善政：蔡英文執政 國不泰民不安,2020-01-07 17:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/bKxrz3qjx9
M9n6DZq3aR,蔡英文來嘉沒提鐵高經費  黃敏惠：遺憾,2020-01-07 17:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/M9n6DZq3aR
yDa2XQAbnK,蔡英文祖墳生出神秘水道 專家曝高人指點,2020-01-07 13:06:01,生活焦點,0,0,0,1,https://ctinews.com/news/items/yDa2XQAbnK
1vWRrVzVWJ,李艷秋爆料蔡英文酸林佳龍　林佳龍回應了,2020-01-07 13:06:01,生活焦點,0,0,0,1,https://ctinews.com/news/items/1vWRrVzVWJ
JmxNkgzwn8,又在黑韓？網友狂列30點嗆：挺蔡英文的人才奇怪！,2020-01-07 09:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/JmxNkgzwn8
89xpd8Ogxe,蔡英文台南造勢成功？ 黃暐瀚驚訝了,2020-01-07 00:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/89xpd8Ogxe
bKxrz3Bpx9,嘉義大造勢 蔡英文催票喊「這個月回家2次」,2020-01-07 00:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/bKxrz3Bpx9
p5W9kNOJxo,蔡英文有點擔當好不好？周錫瑋怒了,2020-01-06 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/p5W9kNOJxo
BexX7LwPab,張瀚天演唱會李佳芬、王金平助講　黃秀芳7日蔡英文助陣,2020-01-06 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/BexX7LwPab
6BalOoYNWQ,蔡英文出席劉建國造勢會 演講五分鐘人潮開始退,2020-01-06 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/6BalOoYNWQ
dynykboQaZ,馬英九輔選徐志榮拚連任 批蔡英文違憲、斷交、獨裁,2020-01-06 21:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/dynykboQaZ
MyWk62Gon6,他路過蔡英文造勢場聽到這句話...感嘆拋三問,2020-01-06 16:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/MyWk62Gon6
JmxNkYKJn8,幫蔡英文溫習美麗島雜誌（四）∕「叛國」論 共和鮮血 不容白流,2020-01-06 16:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/JmxNkYKJn8
ogxw3zKjxG,幫蔡英文溫習美麗島雜誌（五）∕「叛國」論 愛國是惡棍最後的招牌,2020-01-06 16:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/ogxw3zKjxG
BexX7R43ab,蔡英文台南造勢 空拍影片曝光！網友：我放心了,2020-01-06 15:39:40,政治要聞,0,0,0,1,https://ctinews.com/news/items/BexX7R43ab
q9WPzrGexm,蔡英文啓動四路車掃拜票 直接與民眾接觸,2020-01-06 14:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/q9WPzrGexm
JpnqO8JQaM,倒數5天 蔡英文自屏東啟動全台車隊掃街,2020-01-06 14:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/JpnqO8JQaM
p5W9kEjKxo,遊覽車司機怒飆蔡英文「假會」 網讚爆！,2020-01-06 13:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/p5W9kEjKxo
Q8n8DVjNno,馬英九桃園輔選 痛批蔡英文主權護個鬼,2020-01-06 12:58:34,政治要聞,0,0,0,1,https://ctinews.com/news/items/Q8n8DVjNno
yDa2XPMdnK,幫蔡英文溫習美麗島雜誌（二）∕「叛國」論 借用罪名辦案,2020-01-06 12:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/yDa2XPMdnK
m0x7XVjZnv,蔡英文掃街路口都沒人？網呼：比2012還慘,2020-01-06 12:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/m0x7XVjZnv
6BalO2K9WQ,幫蔡英文溫習美麗島雜誌（一）∕「叛國」論 國不可叛 民不可辱,2020-01-06 11:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/6BalO2K9WQ
KwnKgQlBnY,說百遍也不會變實話！他狠戳破蔡英文10個謊言,2020-01-06 10:30:00,政治要聞,0,0,0,1,https://ctinews.com/news/items/KwnKgQlBnY
9pWzVqPjWv,國軍賣命 蔡正元批：蔡英文卻稱「國防布」戴頭上,2020-01-06 10:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/9pWzVqPjWv
4XamAoDvaA,林靜儀叛國說 網友：蔡英文應道歉,2020-01-06 10:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/4XamAoDvaA
yDa2XPrdnK,黨職併公職退休金遲追要不回 蔡英文遭法院打臉,2020-01-06 09:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/yDa2XPrdnK
m0x7XVgZnv,沒包子了？蔡賴台南輔選 庶民現場直擊換菜色了,2020-01-06 08:51:04,政治要聞,0,0,0,1,https://ctinews.com/news/items/m0x7XVgZnv
byWjg7kMaY,快評》蔡英文連串處置 充滿政治味,2020-01-06 00:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/byWjg7kMaY
rbW4EY0jaL,蔡英文桃園造勢 自詡護國保台第一品牌,2020-01-05 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/rbW4EY0jaL
p5W9kEzQxo,賭爛蔡政府 頭份男子清晨折斷9面蔡英文競選旗幟,2020-01-05 19:11:01,社會萬象,0,0,0,1,https://ctinews.com/news/items/p5W9kEzQxo
KwnKgQPGnY,台南首場造勢活動 蔡英文：選舉可暫停國安不能停,2020-01-05 19:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/KwnKgQPGnY
D0xdO7LBaY,蔡英文全台造勢最大場 遇反年改團體抗議喊下台,2020-01-05 17:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/D0xdO7LBaY
byWjg76zaY,蔡英文助選蘇治芬 張嘉郡隔警車要求下架假布條 雙方隔空交戰,2020-01-05 17:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/byWjg76zaY
D0xdO70BaY,恢復選舉行程 蔡英文籲透過選票守護民主,2020-01-05 15:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/D0xdO70BaY
rPnvpv6OaY,蔡英文再到南投為蔡培慧輔選 拚關鍵一席,2020-01-05 14:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/rPnvpv6OaY
qXWQvo9raR,選戰最後一週 蔡英文車隊掃街四路齊發,2020-01-05 12:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/qXWQvo9raR
4OaZbA12a6,謝龍介預言：選完蔡英文被逼退位 賴清德繼位,2020-01-05 12:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/4OaZbA12a6
KwnKgQXXnY,逼績效「查水表」！周錫瑋痛批 要蔡英文出來面對,2020-01-05 10:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/KwnKgQXXnY
JpnqO8gOaM,蔡畢業證書認證 彭文正再爆3大疑點,2020-01-05 08:35:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/JpnqO8gOaM
9pWzVq4eWv,國政發表會 張善政用賈伯斯諧音酸爆蔡英文,2020-01-04 22:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/9pWzVq4eWv
dynykbVJaZ,黑鷹失事／蔡英文再赴台北賓館追思 背後原因曝光,2020-01-04 18:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/dynykbVJaZ
D0xdO7AmaY,蔡英文 替沈一鳴完成最後旅程,2020-01-04 15:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/D0xdO7AmaY
q9WPzrbbxm,代沈一鳴走完最後一段路 蔡英文赴東澳嶺慰勞雷達站官兵,2020-01-04 14:11:02,社會萬象,0,0,0,1,https://ctinews.com/news/items/q9WPzrbbxm
Bda05d09xL,張亞中：蔡英文把兩岸推向暗黑深淵,2020-01-04 13:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/Bda05d09xL
zMW5eZgGWN,郝龍斌六問蔡英文 籲111勿再由竊國者掏空國家,2020-01-04 13:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/zMW5eZgGWN
m0x7XV2lnv,蔡英文林俊憲競選旗幟被燒 警火速破案,2020-01-04 12:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/m0x7XV2lnv
MyWk62eln6,彭文正爆：張善政、蔡英文證書差別在哪？,2020-01-04 07:36:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/MyWk62eln6
Bda05dZRxL,蔡英文：台北賓館設殉職將士致意會場 供民眾追思,2020-01-03 15:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/Bda05dZRxL
dynykbM8aZ,怕蔡英文連任後被關回去？扁：我等她,2020-01-03 15:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/dynykbM8aZ
qXWQvoN7aR,蔡英文、林俊憲設聯合競選旗幟被燒燬,2020-01-03 14:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/qXWQvoN7aR
JpnqO8GRaM,沈一鳴獲頒「青天白日」勳章 蔡英文任內第一位現任將官,2020-01-03 13:11:01,社會萬象,0,0,0,1,https://ctinews.com/news/items/JpnqO8GRaM
D0xdO7r2aY,【影】黑鷹失事沈一鳴殉職 妻回小英一句話,2020-01-02 17:27:39,政治要聞,0,0,0,1,https://ctinews.com/news/items/D0xdO7r2aY
gGaMe6PMaK,黑鷹失事／蔡英文辦公室發出聲明 將暫停相關選舉活動三天,2020-01-02 15:26:21,政治要聞,0,0,0,1,https://ctinews.com/news/items/gGaMe6PMaK
GVxoBOvQa8,蔡英文談寵物遭誣指貓生病 法院以逾期5日裁定不罰,2020-01-02 15:11:01,社會萬象,0,0,0,1,https://ctinews.com/news/items/GVxoBOvQa8
vNWOeZovxw,黑鷹直升機失事 蔡英文總統指示：全力搜救！,2020-01-02 10:47:48,政治要聞,0,0,0,1,https://ctinews.com/news/items/vNWOeZovxw
4XamAoK6aA,台大教授被查水表？蔡：個案不便答 勿牽拖反滲透法,2020-01-02 09:42:37,政治要聞,0,0,0,1,https://ctinews.com/news/items/4XamAoK6aA
M9n6Dr7raR,蔡英文總統元旦談話全文,2020-01-01 10:15:07,政治要聞,0,0,0,1,https://ctinews.com/news/items/M9n6Dr7raR
14a1GQYvnk,蔡英文元旦談話：反滲透法只會讓民主自由更受保障,2020-01-01 09:27:51,政治要聞,0,0,0,1,https://ctinews.com/news/items/14a1GQYvnk
pRnYNRRNWY,蔡楊梅造勢輔選 遭嗆：蔡英文落選！,2019-12-31 13:12:43,政治要聞,0,0,0,1,https://ctinews.com/news/items/pRnYNRRNWY
2BnEybzrnJ,慘！蔡英文辯論會遭批：再次展現三個無可救藥,2019-12-31 11:27:21,政治要聞,0,0,0,1,https://ctinews.com/news/items/2BnEybzrnJ
q6xVVRJQx7,花蓮》選舉是國安層級 傅崐萁點出蔡英文連任憂慮,2019-12-30 19:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/q6xVVRJQx7
bKxrz8Y7x9,蔡英文肯定呂孫綾國防表現　台版原型機明年將試飛,2019-12-30 17:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/bKxrz8Y7x9
2BnEybP4nJ,蔡英文發布競選廣告 邀吳念真獻聲,2019-12-30 13:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/2BnEybP4nJ
Bda05dbdxL,鋼鐵韓粉不畏風雨 四叉貓：蔡英文明年輸定了啦,2019-12-30 09:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/Bda05dbdxL
gOnLRPzpak,虎哥標哥合組「虎標萬金油」 專治蔡英文,2019-12-30 01:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/gOnLRPzpak
gzaeXDLyWm,張善政擁抱30萬韓粉 批蔡英文施政荒腔走板,2019-12-30 00:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/gzaeXDLyWm
kRxANVZDnD,翻頁聲全都錄！蔡英文罵人也要照稿唸,2019-12-29 22:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/kRxANVZDnD
JpnqO861aM,蔡正元笑末世有歪理 蔡英文不例外,2019-12-29 20:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/JpnqO861aM
vNWOeZKJxw,蔡英文：兩岸政策按憲法、兩岸條例、人民意志,2019-12-29 19:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/vNWOeZKJxw
Z3WgA2AqxK,蔡英文結論再籲團結 酸韓「我不會跪著走路」,2019-12-29 18:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/Z3WgA2AqxK
BexX7R7Lab,交互詰問／蔡英文發言全文,2019-12-29 17:01:02,政治要聞,0,0,0,1,https://ctinews.com/news/items/BexX7R7Lab
M9n6DrpGaR,扁保外就醫趴趴走 蔡英文：不是總統決定,2019-12-29 15:35:46,政治要聞,0,0,0,1,https://ctinews.com/news/items/M9n6DrpGaR
BexX7R97ab,總統辯論會將展開  蔡英文酸韓不要用錯誤訊息誤導,2019-12-29 14:01:01,政治要聞,0,0,0,1,https://ctinews.com/news/items/BexX7R97ab
